slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
ALL_M_14-25_mrc2,ALL_M,8,poly3-gvarying,poly3,varying,anderson,rand1,1.0,1335893.4546974348,-2115282.9093948696,1131431.9346828167,278253,143,True,33.947616899968125
ALL_M_14-25_mrc2,ALL_M,8,poly4-goff,poly4,off,anderson,mean,,1322083.4517883458,-2087666.9035766916,1159024.6039942019,278251,105,True,24.003132899990305
ALL_M_14-25_mrc2,ALL_M,8,poly4-goff,poly4,off,anderson,rand0,0.0,1322081.366866443,-2087662.7337328861,1159028.7738380074,278251,121,True,29.53948609996587
ALL_M_14-25_mrc2,ALL_M,8,poly4-goff,poly4,off,anderson,rand1,1.0,1322080.6501587958,-2087661.3003175915,1159030.207253302,278251,135,True,29.248383600031957
ALL_M_14-25_mrc2,ALL_M,8,poly4-gscalar,poly4,scalar,anderson,mean,,1334631.7557482086,-2112761.511496417,1133941.6643278725,278252,115,True,31.081601500045508
ALL_M_14-25_mrc2,ALL_M,8,poly4-gscalar,poly4,scalar,anderson,rand0,0.0,1334630.4324394595,-2112758.864878919,1133944.3109453707,278252,88,True,22.27907629997935
ALL_M_14-25_mrc2,ALL_M,8,poly4-gscalar,poly4,scalar,anderson,rand1,1.0,1334634.4667919667,-2112766.9335839334,1133936.2422403563,278252,96,True,24.248967799940147
ALL_M_14-25_mrc2,ALL_M,8,poly4-gvarying,poly4,varying,anderson,mean,,1336712.7227558466,-2116917.445511693,1129820.735072786,278255,106,True,29.195082399994135
ALL_M_14-25_mrc2,ALL_M,8,poly4-gvarying,poly4,varying,anderson,rand0,0.0,1336709.531490119,-2116911.062980238,1129827.1176042412,278255,134,True,41.016140899970196
ALL_M_14-25_mrc2,ALL_M,8,poly4-gvarying,poly4,varying,anderson,rand1,1.0,1336710.3658019146,-2116912.731603829,1129825.44898065,278255,98,True,28.772065500030294
ALL_M_14-25_mrc2,ALL_M,8,poly5-goff,poly5,off,anderson,mean,,1322226.9829395039,-2087951.9658790077,1158751.209945282,278252,167,True,39.05739790003281
ALL_M_14-25_mrc2,ALL_M,8,poly5-goff,poly5,off,anderson,rand0,0.0,1322225.2787202578,-2087948.5574405156,1158754.618383774,278252,130,True,31.32389800006058
ALL_M_14-25_mrc2,ALL_M,8,poly5-goff,poly5,off,anderson,rand1,1.0,1322224.4521867149,-2087946.9043734297,1158756.27145086,278252,128,True,29.9250047999667
ALL_M_14-25_mrc2,ALL_M,8,poly5-gscalar,poly5,scalar,anderson,mean,,1334759.6873895356,-2113015.374779071,1133699.4692986151,278253,116,True,32.25123920000624
ALL_M_14-25_mrc2,ALL_M,8,poly5-gscalar,poly5,scalar,anderson,rand0,0.0,1334758.2332207025,-2113012.466441405,1133702.3776362813,278253,106,True,24.45809139998164
ALL_M_14-25_mrc2,ALL_M,8,poly5-gscalar,poly5,scalar,anderson,rand1,1.0,1334762.2785428434,-2113020.557085687,1133694.2869919995,278253,160,True,37.29859540006146
ALL_M_14-25_mrc2,ALL_M,8,poly5-gvarying,poly5,varying,anderson,mean,,1337020.2076951368,-2117528.4153902736,1129233.1017009988,278257,125,True,37.350573100033216
ALL_M_14-25_mrc2,ALL_M,8,poly5-gvarying,poly5,varying,anderson,rand0,0.0,1337018.5529777354,-2117525.105955471,1129236.4111358016,278257,84,True,25.234433700097725
ALL_M_14-25_mrc2,ALL_M,8,poly5-gvarying,poly5,varying,anderson,rand1,1.0,1337019.5248589315,-2117527.049717863,1129234.4673734093,278257,158,True,44.11861649993807
ALL_M_14-25_mrc2,ALL_M,8,poly6-goff,poly6,off,anderson,mean,,1322236.5186115755,-2087969.037223151,1158745.8068545354,278253,200,True,46.33368089993019
ALL_M_14-25_mrc2,ALL_M,8,poly6-goff,poly6,off,anderson,rand0,0.0,1322234.7751476315,-2087965.550295263,1158749.2937824233,278253,212,True,44.56082739995327
