slug,solver,nu,cand,basis,gamma_form,fold,train_loglik,heldout_logdens,heldout_per_cell,heldout_rmse,n_test,n_orphan,n_iter
Po10_B_14-25_mrc2,anderson,8,poly6-gvarying,poly6,varying,2,222176.02954353648,33338.62317330677,0.9064827661457058,0.09048278997179422,36778,0,200
Po10_B_14-25_mrc2,anderson,inf,poly6-gvarying,poly6,varying,3,205830.24235496204,28670.893194508113,0.7746168425825551,0.08971432914606477,37013,0,13
Po10_B_14-25_mrc2,anderson,8,poly6-gvarying,poly6,varying,3,222029.03904345192,33499.61179814063,0.9050769134666368,0.09007039279103295,37013,0,137
Po10_B_14-25_mrc2,anderson,inf,poly6-gvarying,poly6,varying,4,204895.84161302168,30311.915466068367,0.8188647233992049,0.08822321339316484,37017,0,13
Po10_B_14-25_mrc2,anderson,8,poly6-gvarying,poly6,varying,4,221567.3691496717,34004.75558290344,0.9186253770673863,0.08894471669073727,37017,0,211
Po10_B_14-25_mrc2,anderson,inf,spline3-gscalar,spline3,scalar,0,205610.34214230918,28945.622836528033,0.7845830601070131,0.08944378598335752,36893,0,10
Po10_B_14-25_mrc2,anderson,8,spline3-gscalar,spline3,scalar,0,221918.54352861055,33640.54639721743,0.9118409019927204,0.0898216457417085,36893,0,184
Po10_B_14-25_mrc2,anderson,inf,spline3-gscalar,spline3,scalar,1,205716.83376037463,28729.69407906427,0.7818242054879111,0.08958732650970484,36747,0,10
Po10_B_14-25_mrc2,anderson,8,spline3-gscalar,spline3,scalar,1,221812.32191636547,33650.71771269036,0.9157405424304124,0.09056498987265027,36747,0,232
Po10_B_14-25_mrc2,anderson,inf,spline3-gscalar,spline3,scalar,2,205817.19910661422,28718.49865310986,0.7808608040978263,0.08957821234772587,36778,0,10
Po10_B_14-25_mrc2,anderson,8,spline3-gscalar,spline3,scalar,2,222030.58387463202,33332.899063465826,0.9063271266372784,0.09049532161496864,36778,0,251
Po10_B_14-25_mrc2,anderson,inf,spline3-gscalar,spline3,scalar,3,205701.94577015733,28723.02990652768,0.7760254479919942,0.0897011564648707,37013,0,10
Po10_B_14-25_mrc2,anderson,8,spline3-gscalar,spline3,scalar,3,221861.986275778,33577.075229797825,0.9071697843946134,0.09004486186414504,37013,0,192
Po10_B_14-25_mrc2,anderson,inf,spline3-gscalar,spline3,scalar,4,204775.83118774343,30341.076809956365,0.8196525058745,0.0882289997196569,37017,0,10
Po10_B_14-25_mrc2,anderson,8,spline3-gscalar,spline3,scalar,4,221415.03976596898,34080.877272272,0.9206817751917228,0.08878798819108712,37017,0,223
Po10_B_14-25_mrc2,anderson,inf,spline3-gvarying,spline3,varying,0,205641.90960730796,28946.907579858555,0.7846178836055229,0.08943187474367441,36893,0,11
Po10_B_14-25_mrc2,anderson,8,spline3-gvarying,spline3,varying,0,221968.412426721,33746.52638465675,0.9147135333168012,0.08959227109296816,36893,0,167
Po10_B_14-25_mrc2,anderson,inf,spline3-gvarying,spline3,varying,1,205744.4799330691,28737.815411973752,0.7820452121798719,0.08956919570090295,36747,0,11
Po10_B_14-25_mrc2,anderson,8,spline3-gvarying,spline3,varying,1,221861.82101899624,33849.5434596914,0.9211512085256319,0.09006794022174591,36747,0,253
Po10_B_14-25_mrc2,anderson,inf,spline3-gvarying,spline3,varying,2,205843.53400184712,28727.459382826662,0.7811044478445446,0.08955961089585096,36778,0,11
Po10_B_14-25_mrc2,anderson,8,spline3-gvarying,spline3,varying,2,222080.70090447585,33476.72735130079,0.9102378419517317,0.09017193621326672,36778,0,186
Po10_B_14-25_mrc2,anderson,inf,spline3-gvarying,spline3,varying,3,205737.48567062308,28717.42959118347,0.7758741412796442,0.08969525475559799,37013,0,11
Po10_B_14-25_mrc2,anderson,8,spline3-gvarying,spline3,varying,3,221921.7548235065,33682.720650420124,0.910024063178346,0.0899825775386651,37013,0,161
Po10_B_14-25_mrc2,anderson,inf,spline3-gvarying,spline3,varying,4,204809.74323208802,30336.70946655218,0.8195345237742707,0.08822306019693575,37017,0,11
Po10_B_14-25_mrc2,anderson,8,spline3-gvarying,spline3,varying,4,221473.03065657616,34218.95580965959,0.9244119137061239,0.08853736721981123,37017,0,225
Po10_B_14-25_mrc2,anderson,inf,spline4-gscalar,spline4,scalar,0,205636.84845729894,28948.994375847986,0.7846744470725608,0.08943127855583559,36893,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gscalar,spline4,scalar,0,221954.5978470922,33525.78109061677,0.9087301409648653,0.09007458960166659,36893,0,294
Po10_B_14-25_mrc2,anderson,inf,spline4-gscalar,spline4,scalar,1,205743.38683408982,28731.654818337745,0.7818775632932687,0.0895763183651171,36747,0,11
Po10_B_14-25_mrc2,anderson,8,spline4-gscalar,spline4,scalar,1,221849.1108057241,33631.36326680306,0.915213847846166,0.09060969965572237,36747,0,173
