slug,slice,nu,cand,basis,gamma_form,solver,init,seed,loglik,aic,bic,n_params,n_iter,converged,wall_s
Po10_M_14-25_mrc2,Po10_M,8,poly3-gvarying,poly3,varying,anderson,rand1,1.0,169493.21655417094,-274426.4331083419,38942.45284272259,32281,58,True,2.6633573999861255
Po10_M_14-25_mrc2,Po10_M,8,poly4-goff,poly4,off,anderson,mean,,166039.71826206055,-267523.4365241211,45826.03375866887,32279,64,True,3.0760644000256434
Po10_M_14-25_mrc2,Po10_M,8,poly4-goff,poly4,off,anderson,rand0,0.0,166039.91364424946,-267523.8272884989,45825.64299429103,32279,104,True,5.570548199932091
Po10_M_14-25_mrc2,Po10_M,8,poly4-goff,poly4,off,anderson,rand1,1.0,166039.80184395364,-267523.6036879073,45825.86659488268,32279,126,True,6.583239900064655
Po10_M_14-25_mrc2,Po10_M,8,poly4-gscalar,poly4,scalar,anderson,mean,,169452.2073550786,-274346.4147101572,39012.76340677001,32280,92,True,5.5186139000579715
Po10_M_14-25_mrc2,Po10_M,8,poly4-gscalar,poly4,scalar,anderson,rand0,0.0,169453.80276502226,-274349.60553004453,39009.572586882685,32280,70,True,4.216289000003599
Po10_M_14-25_mrc2,Po10_M,8,poly4-gscalar,poly4,scalar,anderson,rand1,1.0,169452.3129106125,-274346.625821225,39012.55229570222,32280,75,True,3.981602399959229
Po10_M_14-25_mrc2,Po10_M,8,poly4-gvarying,poly4,varying,anderson,mean,,169513.9864767547,-274463.9729535094,38924.32866582961,32283,95,True,6.423452000017278
Po10_M_14-25_mrc2,Po10_M,8,poly4-gvarying,poly4,varying,anderson,rand0,0.0,169515.69309104144,-274467.3861820829,38920.91543725616,32283,62,True,4.483333399984986
Po10_M_14-25_mrc2,Po10_M,8,poly4-gvarying,poly4,varying,anderson,rand1,1.0,169514.0908265409,-274464.1816530818,38924.11996625725,32283,80,True,5.131013100035489
Po10_M_14-25_mrc2,Po10_M,8,poly5-goff,poly5,off,anderson,mean,,166058.98299929022,-267559.96599858045,45799.21211834677,32280,63,True,3.3915344000561163
Po10_M_14-25_mrc2,Po10_M,8,poly5-goff,poly5,off,anderson,rand0,0.0,166059.17047195035,-267560.3409439007,45798.83717302652,32280,76,True,3.794998100027442
Po10_M_14-25_mrc2,Po10_M,8,poly5-goff,poly5,off,anderson,rand1,1.0,166059.0829363754,-267560.1658727508,45799.01224417641,32280,124,True,6.238116399967112
Po10_M_14-25_mrc2,Po10_M,8,poly5-gscalar,poly5,scalar,anderson,mean,,169468.19196058647,-274376.38392117294,38992.50202989153,32281,73,True,4.24667609995231
Po10_M_14-25_mrc2,Po10_M,8,poly5-gscalar,poly5,scalar,anderson,rand0,0.0,169469.78550034156,-274379.5710006831,38989.31495038135,32281,66,True,4.289059199974872
Po10_M_14-25_mrc2,Po10_M,8,poly5-gscalar,poly5,scalar,anderson,rand1,1.0,169468.30260333972,-274376.60520667944,38992.28074438503,32281,85,True,6.569850999978371
Po10_M_14-25_mrc2,Po10_M,8,poly5-gvarying,poly5,varying,anderson,mean,,169531.05085092914,-274494.1017018583,38913.615585755266,32285,77,True,9.370424899971113
Po10_M_14-25_mrc2,Po10_M,8,poly5-gvarying,poly5,varying,anderson,rand0,0.0,169532.75789094827,-274497.51578189654,38910.20150571701,32285,63,True,5.893568900064565
Po10_M_14-25_mrc2,Po10_M,8,poly5-gvarying,poly5,varying,anderson,rand1,1.0,169531.16080626534,-274494.3216125307,38913.395675082866,32285,88,True,7.770525899948552
Po10_M_14-25_mrc2,Po10_M,8,poly6-goff,poly6,off,anderson,mean,,166064.29843410465,-267568.5968682093,45800.28908285516,32281,94,True,5.3810446000425145
Po10_M_14-25_mrc2,Po10_M,8,poly6-goff,poly6,off,anderson,rand0,0.0,166064.49786285794,-267568.9957257159,45799.89022534859,32281,76,True,4.351481500081718
Po10_M_14-25_mrc2,Po10_M,8,poly6-goff,poly6,off,anderson,rand1,1.0,166064.40515716875,-267568.8103143375,45800.07563672698,32281,112,True,6.837693899986334
Po10_M_14-25_mrc2,Po10_M,8,poly6-gscalar,poly6,scalar,anderson,mean,,169474.3415918953,-274386.6831837906,38991.91060141113,32282,66,True,4.352683599921875
Po10_M_14-25_mrc2,Po10_M,8,poly6-gscalar,poly6,scalar,anderson,rand0,0.0,169475.95460269577,-274389.90920539154,38988.684579810186,32282,67,True,4.540320800035261
Po10_M_14-25_mrc2,Po10_M,8,poly6-gscalar,poly6,scalar,anderson,rand1,1.0,169474.4669978281,-274386.9339956562,38991.65978954552,32282,78,True,5.058725400012918
Po10_M_14-25_mrc2,Po10_M,8,poly6-gvarying,poly6,varying,anderson,mean,,169539.54650588438,-274507.09301176877,38920.039944119344,32287,69,True,7.144174200017005
Po10_M_14-25_mrc2,Po10_M,8,poly6-gvarying,poly6,varying,anderson,rand0,0.0,169541.27851968768,-274510.55703937536,38916.57591651275,32287,64,True,7.194082499947399
Po10_M_14-25_mrc2,Po10_M,8,poly6-gvarying,poly6,varying,anderson,rand1,1.0,169539.67469037714,-274507.3493807543,38919.78357513383,32287,92,True,8.709557799971662
Po10_M_14-25_mrc2,Po10_M,8,spline3-goff,spline3,off,anderson,mean,,166014.46284188874,-267476.9256837775,45853.128930737905,32277,71,True,1.9866834999993443
Po10_M_14-25_mrc2,Po10_M,8,spline3-goff,spline3,off,anderson,rand0,0.0,166014.6635663495,-267477.327132699,45852.72748181637,32277,73,True,2.2108862000750378
Po10_M_14-25_mrc2,Po10_M,8,spline3-goff,spline3,off,anderson,rand1,1.0,166014.53136612865,-267477.0627322573,45852.991882258095,32277,70,True,2.1185888000763953
Po10_M_14-25_mrc2,Po10_M,8,spline3-gscalar,spline3,scalar,anderson,mean,,169429.70682657126,-274305.4136531425,39034.34879551013,32278,78,True,2.4855643999762833
Po10_M_14-25_mrc2,Po10_M,8,spline3-gscalar,spline3,scalar,anderson,rand0,0.0,169431.2906439706,-274308.5812879412,39031.18116071145,32278,57,True,1.9829048999818042
Po10_M_14-25_mrc2,Po10_M,8,spline3-gscalar,spline3,scalar,anderson,rand1,1.0,169429.80216115783,-274305.60432231566,39034.15812633699,32278,72,True,2.408829699968919
Po10_M_14-25_mrc2,Po10_M,8,spline3-gvarying,spline3,varying,anderson,mean,,169477.5173288915,-274399.034657783,38950.43562500697,32279,77,True,3.4427559999749064
Po10_M_14-25_mrc2,Po10_M,8,spline3-gvarying,spline3,varying,anderson,rand0,0.0,169479.21365321832,-274402.42730643664,38947.04297635332,32279,79,True,3.0970335999736562
Po10_M_14-25_mrc2,Po10_M,8,spline3-gvarying,spline3,varying,anderson,rand1,1.0,169477.61019456421,-274399.22038912843,38950.24989366153,32279,107,True,3.59071420005057
Po10_M_14-25_mrc2,Po10_M,8,spline4-goff,spline4,off,anderson,mean,,166046.65739716362,-267539.31479432725,45800.4476543254,32278,65,True,1.8516361000947654
Po10_M_14-25_mrc2,Po10_M,8,spline4-goff,spline4,off,anderson,rand0,0.0,166046.85554743238,-267539.71109486476,45800.05135378789,32278,90,True,2.762002000003122
Po10_M_14-25_mrc2,Po10_M,8,spline4-goff,spline4,off,anderson,rand1,1.0,166046.7470055623,-267539.4940111246,45800.26843752805,32278,82,True,2.2954874999122694
Po10_M_14-25_mrc2,Po10_M,8,spline4-gscalar,spline4,scalar,anderson,mean,,169457.37950023028,-274358.75900046056,38990.7112823294,32279,71,True,2.751179200015031
Po10_M_14-25_mrc2,Po10_M,8,spline4-gscalar,spline4,scalar,anderson,rand0,0.0,169458.9882035734,-274361.9764071468,38987.49387564318,32279,61,True,2.6519328999565914
Po10_M_14-25_mrc2,Po10_M,8,spline4-gscalar,spline4,scalar,anderson,rand1,1.0,169457.49348223978,-274358.98696447955,38990.483318310406,32279,92,True,3.42940040002577
Po10_M_14-25_mrc2,Po10_M,8,spline4-gvarying,spline4,varying,anderson,mean,,169517.73784932285,-274475.4756986457,38893.41025241878,32281,77,True,4.453971500042826
Po10_M_14-25_mrc2,Po10_M,8,spline4-gvarying,spline4,varying,anderson,rand0,0.0,169519.4547066139,-274478.9094132278,38889.97653783666,32281,55,True,3.8357010000618175
Po10_M_14-25_mrc2,Po10_M,8,spline4-gvarying,spline4,varying,anderson,rand1,1.0,169517.84857632057,-274475.69715264114,38893.18879842333,32281,75,True,3.7339287999784574
Po10_M_14-25_mrc2,Po10_M,8,spline5-goff,spline5,off,anderson,mean,,166062.92864883167,-267569.85729766334,45779.612985126616,32279,69,True,3.3029522999422625
Po10_M_14-25_mrc2,Po10_M,8,spline5-goff,spline5,off,anderson,rand0,0.0,166063.13921922317,-267570.27843844634,45779.191844343615,32279,71,True,3.4014074000297114
Po10_M_14-25_mrc2,Po10_M,8,spline5-goff,spline5,off,anderson,rand1,1.0,166063.037554409,-267570.075108818,45779.39517397195,32279,92,True,4.2788390999194235
Po10_M_14-25_mrc2,Po10_M,8,spline5-gscalar,spline5,scalar,anderson,mean,,169473.93948144568,-274389.87896289135,38969.29915403586,32280,67,True,3.6601492000045255
Po10_M_14-25_mrc2,Po10_M,8,spline5-gscalar,spline5,scalar,anderson,rand0,0.0,169475.5649763704,-274393.1299527408,38966.04816418642,32280,69,True,3.5544586000032723
Po10_M_14-25_mrc2,Po10_M,8,spline5-gscalar,spline5,scalar,anderson,rand1,1.0,169474.0654651451,-274390.1309302902,38969.047186637006,32280,73,True,3.8134434999665245
Po10_M_14-25_mrc2,Po10_M,8,spline5-gvarying,spline5,varying,anderson,mean,,169534.58822925144,-274505.1764585029,38883.12516083615,32283,88,True,5.977303500054404
Po10_M_14-25_mrc2,Po10_M,8,spline5-gvarying,spline5,varying,anderson,rand0,0.0,169536.31992517752,-274508.63985035504,38879.66176898399,32283,72,True,4.661014300072566
